"","hhidpn","wave","tot_finw","income","age","female","hi_school","college","married","if_child","empl","selfempl","socladder"
"11833",51596020,12,470096.34,184330.212662493,75.999999,0,1,0,0,1,0,0,7
"37552",520384020,14,1.0306802,70127.4521577937,59.000001,1,1,0,0,1,1,0,9
"921",13738020,10,35607.047,80914.2761083473,78.000002,0,0,0,1,1,0,0,7
"3543",21416011,14,1.0306802,103067.998198371,65.999999,1,0,1,1,1,0,0,7
"10543",48507010,10,949.52124,52157.2061207885,70,1,0,0,0,1,0,0,6
"7752",39929010,11,112725.51,65227.4804828903,78.000002,0,1,0,1,1,0,0,7
"36192",502247010,8,16689.201,59854.1028179511,54.000001,0,1,0,0,1,0,0,3
"17450",82223010,10,3560.7046,131504.152599038,74.000001,0,1,0,1,1,0,0,9
"26029",203389020,12,1027652.5,73851.0487237428,86.999998,1,1,0,1,1,0,0,9
"40348",528116010,11,33817.652,126369.858288182,56.999998,1,1,0,1,0,0,0,7
"8628",42667020,14,2061.3604,65089.5297503472,78.000002,0,0,0,1,1,0,0,8
"9486",45333020,10,237380.31,189809.309916608,68.000002,1,1,0,1,1,0,0,7
"23168",156080010,8,1.2837847,159222.649818588,63.000002,0,1,0,1,1,0,1,8
"32067",500631020,10,1.1869016,214112.263567952,59.000001,1,1,0,1,1,0,1,3
"18169",84455020,11,11272.551,100316.707168089,73.000002,0,1,0,1,1,0,0,7
"5290",32181010,9,1.202078,92204.1839851792,65.999999,0,1,0,1,1,0,0,5
"11767",51467011,11,56.362755,54477.9826199072,55,0,0,0,1,1,1,0,7
"4511",24078010,11,1.1272551,35170.3755656827,74.000001,1,1,0,0,1,0,0,6
"18782",86506030,8,107196.02,236986.658374885,64.000001,1,1,0,1,1,1,0,5
"16403",78216010,10,1.1869016,38825.9079262533,70,1,1,0,0,1,0,0,4
"513",12273010,11,1499249.3,125179.383024241,79.000001,1,1,0,1,1,0,0,8
"43104",903770020,11,1.1272551,1,55.999999,0,0,0,1,1,1,0,4
"404",11999010,14,30920.404,94781.3271408714,81.000004,0,1,0,1,1,0,0,7
"12222",52909010,9,1.202078,171310.553657936,74.000001,0,1,0,1,1,1,0,8
"2728",18964020,15,44000,88456.0145234941,80,0,1,0,1,1,0,0,6
"7132",38292021,8,146351.45,100707.798967947,75.999999,0,0,1,1,1,0,0,6
"35037",501787010,9,1.202078,365535.001600471,59.000001,1,1,0,1,1,0,1,6
"39102",524705020,11,10145.296,446555.223162269,55.999999,0,0,1,1,1,1,0,4
"9082",44192011,14,1.0306802,159276.716368497,61.999998,1,1,0,1,1,0,0,6
"18488",85515020,13,323.50296,51501.6952067795,81.999998,1,1,0,0,1,0,0,6
"4943",30580010,9,33658.184,97416.3801044335,65.999999,0,0,1,0,0,1,0,7
"31492",500426010,10,5934.5078,504100.691103645,56.999998,1,0,1,1,0,1,0,8
"16719",79220010,9,1.202078,51150.8334380773,70.999999,1,0,1,0,0,0,0,7
"11958",52138040,11,685468.88,126589.990929157,81.000004,0,1,0,0,1,0,0,8
"25633",202307020,8,396689.47,107953.163800413,79.000001,1,1,0,0,1,0,0,5
"28651",211482010,8,12837.848,115633.082583153,75.999999,0,0,1,1,1,0,0,10
"23954",176431020,13,283604.28,616825.346634808,66.999998,0,0,1,1,1,1,0,8
"18434",85319040,13,57152.191,66952.1481563542,73.000002,1,0,0,1,1,0,0,5
"29023",211967021,11,559118.5,522396.190352701,81.000004,1,0,1,1,1,0,0,6
"31679",500492010,15,20000,67032.0089277821,68.000002,1,0,1,0,0,0,0,7
"30446",500017010,13,1.0783433,62776.8307161244,64.000001,0,1,0,1,1,0,0,1
"25148",200683020,11,153774.09,32252.0897800794,85,1,0,1,1,1,1,0,8
"553",12318010,11,11272.551,43421.872461104,79.000001,1,0,0,0,1,0,0,7
"19018",87200010,12,1.0932473,180342.047054535,76.999998,0,0,1,1,1,1,0,7
"19667",114088010,15,150000,54272.0106842068,71.999998,0,1,0,0,1,0,0,8
"45176",916871020,12,159614.11,294997.391859436,68.000002,0,0,1,1,1,1,0,7
"31349",500369020,10,65279.586,381261.266552813,56.999998,0,1,0,1,1,0,0,8
"33709",501275010,10,1.1869016,225511.209214669,55,0,1,0,1,1,0,1,5
"29772",212803010,13,97050.891,178030.173374273,86.000004,1,0,1,0,1,0,0,8
"10151",47445020,11,33817.652,41825.6835635061,75.999999,1,1,0,0,1,0,0,8
"13625",59063010,11,1.1272551,102354.803632299,73.000002,1,0,1,0,1,0,0,7
"20053",118027021,13,78719.055,115236.109218719,64.000001,1,0,0,1,1,0,0,8
"5182",31789020,10,1.1869016,1,75.999999,0,0,0,0,1,0,0,4
"44797",914493010,14,1.0306802,98945.2748475711,60,1,1,0,0,1,1,0,5
"24686",185578020,10,1.1869016,99903.8841538077,73.000002,0,1,0,1,1,0,0,7
"36268",502293010,11,400175.56,481635.468598954,60.999999,0,0,1,1,1,1,0,8
"41937",535168010,10,13055.917,109194.956967139,60,1,1,0,0,0,0,0,6
"29730",212748020,8,13479.739,66910.8495967846,79.000001,1,1,0,1,1,0,0,6
"13194",56703010,13,8626.7461,26656.651643801,79.000001,1,0,0,0,1,0,0,4
"39521",525885020,14,20613.604,96883.9241578052,55,1,0,1,1,1,1,0,8
"37838",521340010,15,80500,414000.063651563,63.000002,0,1,0,1,1,1,0,8
"8006",40632010,14,1.0306802,49480.351989115,78.000002,0,0,0,0,1,0,0,7
"17274",81561040,8,51351.391,111737.117725921,75,1,1,0,1,1,0,0,9
"16603",78716011,15,1525000,149335.955410591,70,1,0,1,0,1,1,0,8
"20960",133066020,10,98410.961,208412.862280352,63.000002,1,1,0,1,1,1,0,8
"34923",501745010,15,470000,734999.854204687,69.000001,0,0,1,1,1,0,1,8
"35011",501780010,11,1.1272551,16232.47112658,59.000001,1,0,0,0,1,0,0,7
"18302",84754040,13,1.0783433,24146.2559283061,74.000001,1,1,0,0,1,0,0,6
"31930",500582010,15,40000,320520.027831587,68.000002,1,0,1,1,1,0,0,6
"42456",537521011,15,58000,519999.901144915,61.999998,0,1,0,1,1,1,0,7
"19560",113314010,9,1.202078,56199.527457928,65,0,0,0,0,1,0,0,8
"4934",30487010,12,24926.039,82508.9868969314,80,0,1,0,0,1,0,0,7
"41962",535218020,12,5466.2368,120913.108327127,53.000002,1,1,0,1,1,1,0,5
"25568",202073020,8,128378.47,55767.603783071,83.999996,1,1,0,1,1,0,0,9
"11753",51423011,11,383266.72,220797.707917863,60,1,1,0,1,1,1,0,7
"15754",76382010,10,94952.125,547334.430410791,69.000001,0,0,1,1,1,0,0,7
"40282",527837010,12,2189774.5,120283.421969992,56.999998,1,1,0,1,0,0,0,8
"8747",43151010,10,11869.016,248015.028295498,70.999999,0,0,1,1,1,0,0,8
"27394",207430020,8,29527.049,51115.1867812051,75,0,1,0,1,1,0,0,6
"22869",152136021,14,1.0306802,116260.708020677,56.999998,0,1,0,1,1,0,0,5
"22837",151751020,12,41.5434,45207.9607409699,83.000002,0,0,0,1,1,0,0,3
"24752",186279011,15,1000,33599.9972887319,66.999998,1,1,0,0,1,0,0,6
"39413",525616010,12,1.0932473,133376.211172536,59.000001,0,1,0,1,1,1,0,8
"20618",124083010,11,1.1272551,76830.4457670128,69.000001,0,1,0,1,1,0,1,4
"18321",84798010,9,1266990.3,309837.904243833,69.000001,0,0,1,1,1,1,0,7
"31498",500426020,14,50297.191,38879.3009031577,65.999999,0,0,1,1,0,0,0,9
"30354",213422010,12,721543.25,137661.349105502,83.000002,1,1,0,0,1,0,0,9
"9296",44836040,10,1.1869016,70815.3077326065,81.000004,0,0,0,1,1,0,0,2
"35174",501841010,15,1,79608.0221636727,65.999999,1,1,0,1,1,1,0,8
"17273",81561010,12,34983.914,127588.080557547,79.000001,0,1,0,1,1,0,0,6
"32851",500931010,11,225.45102,49608.2553127622,60,1,1,0,0,1,0,0,5
"37201",502663020,14,932765.56,277459.19208712,65,0,0,1,1,0,0,1,8
"45349",918109010,12,1.0932473,105430.610613595,59.000001,1,0,1,1,1,1,0,5
"14003",60637040,8,1.2837847,95883.3074946709,61.999998,1,1,0,0,1,0,0,8
"40182",527590020,15,166000,316120.101115331,56.999998,1,1,0,1,1,1,0,6
"4205",23107030,9,1.202078,72730.5053877773,60.999999,1,1,0,1,1,1,0,6
"8516",42164040,9,94964.164,58305.6057789248,60.999999,1,1,0,1,1,0,0,3
"43798",907646010,13,1.0783433,29399.9363240441,60.999999,1,1,0,0,1,0,0,6
"14970",73108011,13,197336.81,718886.218137211,74.000001,1,1,0,0,1,0,0,8
"13666",59346020,8,57.770313,25336.765138385,65,1,1,0,0,1,1,0,3
"19445",111597020,13,9705.0889,81502.4007905342,70,1,0,1,1,1,1,0,7
"20867",131812011,14,1116463.6,395368.767062628,66.999998,1,0,1,1,1,0,0,5
"20021",117608010,8,256.75696,126298.774032422,63.000002,0,1,0,1,1,1,0,7
"34661",501656020,11,1.1272551,453156.372679312,56.999998,1,1,0,1,1,1,0,6
"7974",40519030,11,1.1272551,25025.0623274471,65,1,1,0,1,1,0,0,5
"43614",906612010,10,1.1869016,145276.696453405,55,1,0,1,0,1,0,0,8
"14620",71054020,8,64.18924,33891.9243417716,65.999999,0,0,0,0,1,0,0,3
"13689",59467010,12,1.0932473,56122.9373491614,76.999998,1,0,0,0,1,0,0,2
"2446",17978010,13,111069.35,111975.214791677,79.000001,0,1,0,1,1,0,1,7
"12911",55369040,13,1.0783433,42728.2586779069,71.999998,0,1,0,1,1,0,0,1
"14423",64614020,8,26574.344,21531.6389055908,69.000001,1,0,0,0,1,0,0,6
"19542",113065010,10,448021.69,11991.2842036335,65,1,1,0,0,1,0,0,8
"7038",37871030,8,4124800.3,1493041.33183809,75.999999,0,0,1,1,1,0,1,8
"11625",51018010,10,1.1869016,48530.0257511507,75.999999,1,0,0,0,1,1,0,5
"34104",501446010,8,2567.5693,124527.122660165,54.000001,0,1,0,1,1,1,0,6
"22539",148951020,11,14654.315,21289.3335996064,68.000002,0,1,0,1,1,0,0,4
"27825",210320020,10,284856.38,110210.923035535,79.000001,1,0,0,1,1,0,0,6
"23295",158217010,10,113041.69,126751.62491468,63.000002,1,1,0,1,1,1,0,8
"19577",113553010,10,5459.7471,33328.1885571996,65,0,1,0,0,1,0,0,5
"22911",152525010,8,3851.3542,192567.756747401,63.000002,0,1,0,1,1,1,0,7
"25494",201857010,9,62508.055,65489.2062109013,88.999996,0,0,0,0,1,0,0,8
"12",10004040,14,1546020.3,360055.684288795,71.999998,1,1,0,1,1,0,0,7
"25404",201600010,11,1.1272551,32816.6463849557,93.999996,1,1,0,0,1,0,0,10
"25252",201051010,8,770.27081,68523.2719677348,93.000002,0,1,0,1,0,0,0,4
"26970",206029010,10,350135.94,175466.750700837,88.000002,0,1,0,1,1,0,0,5
"37793",521224010,13,75484.023,482890.594665595,59.000001,0,1,0,1,1,0,1,7
"31611",500464020,13,7030.7979,389066.198272611,50.999999,1,1,0,1,1,1,0,6
"15817",76613010,10,332332.44,84027.9180880976,78.000002,1,0,1,0,1,0,0,3
"17374",81879020,10,29672.539,129381.808963839,69.000001,1,1,0,1,1,0,0,6
"43100",903763010,14,1.0306802,46999.0241741767,65,1,1,0,1,1,0,0,8
"19519",112752010,15,30000,84000.0356421131,74.000001,0,1,0,1,1,0,0,7
"4982",30760020,9,264457.16,48563.9621993765,71.999998,1,0,1,1,1,0,0,5
"5421",32481040,10,145988.89,171537.794761355,61.999998,1,0,1,1,1,1,0,5
"42592",900348020,13,512213.03,375746.473324662,55,1,0,1,1,0,1,0,7
"25915",203105010,11,4170.8438,2705.41308565894,88.999996,1,0,0,0,1,0,0,6
"21802",141410010,15,2591,75199.9787314792,78.000002,0,1,0,1,1,1,0,8
"1127",14212010,9,601.039,119354.312085656,75,0,1,0,1,1,0,0,5
"27459",207587020,8,164324.44,47695.1916988069,81.000004,1,1,0,1,0,0,0,9
"2939",19738010,12,131189.67,55230.8631559244,74.000001,1,1,0,1,1,0,0,5
"1805",16245010,14,103068.02,118322.082190697,75.999999,0,0,0,1,1,0,0,7
"44467",912065010,13,1.0783433,109395.812362432,66.999998,0,1,0,0,1,0,0,7
"35720",502048020,12,27331.184,184134.836697141,53.000002,1,0,0,1,1,1,0,8
"18545",85616030,13,140184.63,117755.06639459,74.000001,1,1,0,1,1,0,0,6
"23561",165914020,13,2.1566865,28727.0504552034,59.000001,1,0,0,1,1,0,0,2
"38953",524292020,11,1.1272551,100325.700501099,50.999999,0,0,1,1,1,1,0,7
"19825",115450010,14,5153.4009,125660.572706277,75,1,1,0,0,1,1,0,6
"31820",500546020,10,1.1869016,98332.4151142499,60,0,1,0,1,1,1,0,5
"12310",53095010,10,219576.78,39756.4564967947,69.000001,0,1,0,1,1,0,0,7
"4391",23716010,12,1.0932473,60321.0131410074,74.000001,0,0,0,1,1,0,0,2
"34656",501653020,9,13222.858,271798.027035523,55,0,1,0,1,1,1,0,8
"19283",90924010,10,66466.484,56876.3076503835,76.999998,0,0,1,1,1,0,0,8
"16969",80204010,15,506100,33712.0152573493,88.000002,0,0,1,1,1,0,0,8
"12742",54602010,13,75484.023,36232.3399196137,83.999996,1,1,0,0,1,0,0,5
"6656",36675040,13,539171.63,51708.6913156347,86.999998,1,1,0,0,1,0,0,3
"13318",57339021,8,641.89233,44398.4219280411,69.000001,1,1,0,0,1,0,0,8
"26117",203677020,8,6418.9238,24648.6708278415,81.000004,1,0,0,0,1,0,0,4
"17602",82778011,14,824544.13,192943.313152781,83.000002,0,0,1,1,1,0,0,8
"27253",206815011,13,528388.19,48171.7449397437,86.000004,1,0,0,0,1,0,0,6
"13579",58881020,14,1.0306802,29114.6414020443,80,1,1,0,0,1,0,0,6
"31423",500396020,8,173310.94,1643.24463985019,56.999998,0,1,0,1,1,0,0,7
"528",12276030,13,43133.73,114520.05172462,86.000004,0,1,0,1,1,0,0,8
"13185",56651010,12,1.0932473,54706.1225222298,73.000002,1,1,0,0,1,0,0,8
"40061",527243010,13,1.0783433,237313.238872336,60.999999,0,1,0,0,1,1,0,7
"41951",535198020,11,1.1272551,297595.325887176,60.999999,1,1,0,1,1,1,0,8
"22726",150866010,13,37742.012,322588.428969908,71.999998,0,1,0,1,1,0,0,8
"24471",183748010,8,51351.391,302644.642162948,61.999998,0,1,0,1,1,0,0,4
"37160",502650010,10,10444.733,35151.2623432644,60,1,1,0,0,1,0,0,4
"10414",48124020,9,9015.585,164867.357851736,65.999999,1,1,0,1,1,1,0,8
"6102",34763041,15,5e+05,1716799.38054518,79.000001,0,1,0,0,1,0,0,9
"6610",36489040,12,1093.2473,15742.7612105345,66.999998,1,0,0,0,1,0,0,3
"28257",211036010,9,246.42599,18954.3667523726,78.000002,1,1,0,0,0,0,0,8
"42330",536841010,13,1.0783433,37164.0094706343,59.000001,0,1,0,0,1,0,0,7
"23833",174390020,10,1.1869016,16189.3379659881,68.000002,0,0,0,1,1,0,0,6
"25031",200441010,14,1.0306802,63089.4022386911,95,0,1,0,1,1,0,0,6
"1989",16663010,12,85273.289,109436.194740909,81.000004,1,1,0,0,0,0,0,5
"6372",35786010,9,2163.7405,65325.7150904603,68.000002,0,1,0,1,0,0,0,6
"38197",522371010,13,1.0783433,25362.632767938,61.999998,0,1,0,0,1,1,0,7
"15122",73763011,8,38590.57,148405.45972794,55.999999,1,1,0,1,1,1,0,7
"4837",25565010,13,1.0783433,103980.539225359,75,0,0,1,1,1,0,0,6
"5235",31919040,10,30859.439,110761.680160038,81.999998,0,1,0,1,1,0,0,7
"18798",86526031,11,24799.611,94959.9260804055,60,1,1,0,1,1,0,0,7
"35430",501937020,11,33817.652,352154.344345486,59.000001,1,1,0,1,1,1,0,7
"9400",45109010,11,21868.748,177375.84736658,70,0,1,0,1,1,0,0,9
"16179",77595010,8,137364.97,340716.410968778,69.000001,0,0,1,1,1,1,0,8
"35528",501970010,14,35043.125,234574.628247129,69.000001,0,0,1,1,0,0,0,7
"5585",32991010,8,17331.094,151538.004644296,65,1,0,0,1,1,0,1,5
"17483",82369010,10,2373.803,47267.1478962683,75.999999,1,1,0,0,1,0,0,8
"26947",205966010,8,25675.695,49605.4640942699,83.999996,0,1,0,0,1,0,0,7
"42509",544211020,10,1.1869016,14242.8137335379,59.000001,0,0,0,1,1,1,0,6
"34137",501461010,14,103068.02,145944.358300544,69.000001,0,1,0,1,1,0,0,7
"29396",212421020,12,1.0932473,36733.1024410557,83.999996,1,1,0,0,1,0,0,8
"6246",35366011,14,41227.207,82454.3963933226,70.999999,1,0,1,1,1,1,0,6
"9478",45326010,11,2254.5103,30571.1549545625,79.000001,1,1,0,0,1,0,0,5
"20396",121772020,12,595819.81,151305.509354613,70,1,1,0,0,1,0,0,9
"23075",154374020,11,421467.16,24520.04925768,61.999998,0,1,0,1,1,0,0,4
"1374",14959010,12,817416.5,142367.099361914,81.000004,0,1,0,1,1,0,0,6
"16205",77723010,8,102702.78,67201.5648530706,65,0,1,0,1,1,0,0,8
"214",11230010,8,1.2837847,24925.9536768345,70,1,0,0,0,1,0,0,4
"39161",524836020,11,1.1272551,67635.2989581365,53.000002,1,1,0,1,0,0,0,6
"25128",200647010,10,1.1869016,81387.2134995194,88.000002,0,1,0,1,1,0,0,4
"41835",534658020,13,1.0783433,99690.6942250166,50,1,1,0,1,1,1,0,6
"42249",536487010,15,20000,163604.007855444,60.999999,1,1,0,0,1,1,0,3
"39440",525701020,14,57.71809,22262.697542838,59.000001,1,0,0,1,1,0,1,6
"9490",45354010,10,1.1869016,220051.451556236,70.999999,1,1,0,1,1,0,0,6
"15245",74272020,8,373581.34,417897.412487329,66.999998,1,0,1,1,1,0,1,8
"23311",158407010,11,1.1272551,35990.9939229542,69.000001,1,1,0,0,1,0,0,4
"23499",161156020,11,1.1272551,89963.9734046997,59.000001,1,1,0,1,1,0,0,5
"30253",213353020,12,509453.25,101042.292808332,88.000002,0,0,1,1,1,0,0,7
"9009",44051020,8,1.2837847,65318.9870956256,71.999998,1,0,1,1,0,0,0,7
"7738",39879020,9,479629.13,50727.708648161,68.000002,1,1,0,0,1,0,0,8
"16700",79076020,15,1,43199.9850629371,91.000004,1,1,0,0,1,0,0,1
"37651",520736010,10,45695.707,83083.1061233871,50.999999,0,1,0,0,1,1,0,6
"25878",203014010,8,1238852.3,340459.810975129,81.999998,1,0,1,1,1,0,0,8
"3141",20446010,8,1203844.9,174923.410070539,74.000001,0,0,1,1,1,0,0,8
"4387",23701030,12,1.0932473,29780.0439040782,70.999999,0,0,0,0,1,0,0,3
"23635",172018020,9,1.202078,238107.58903426,60,1,1,0,1,1,0,0,8
"26741",205452010,8,383209.75,86136.8236479826,81.999998,1,0,1,0,1,0,0,7
"35200",501856020,12,5466.2368,18891.3132952382,65.999999,0,0,0,1,1,0,0,5
"29163",212147010,9,6010.3901,70052.3207178098,81.999998,1,1,0,0,1,0,0,8
"20212",120214020,11,414829.88,225901.888845147,69.000001,1,0,1,1,1,0,0,6
"11955",52118010,13,1.0783433,422857.328115767,85,0,1,0,0,1,0,1,7
"45709",920690010,11,1127.2551,20020.0493362017,56.999998,1,0,0,0,1,0,0,6
"31937",500584010,8,1.2837847,31439.8996136778,54.000001,1,1,0,0,1,1,0,3
"40231",527739010,12,1.0932473,1,56.999998,1,1,0,0,1,0,0,6
"11196",50223020,14,154602.02,159178.164994344,76.999998,1,1,0,1,1,0,0,9
"44219",910707010,14,26797.684,65551.2537720883,68.000002,0,0,0,1,1,1,0,4
"17047",80667020,11,47344.711,185003.664649551,75,1,1,0,1,1,1,0,7
"25405",201600010,13,181.16167,32531.4681301483,98.000002,1,1,0,0,1,0,0,7
"31657",500485010,9,1.202078,21925.9088844028,55,1,1,0,0,1,0,0,10
"12582",54129010,8,1.2837847,85756.8332156631,66.999998,1,0,0,0,1,0,1,6
"45218",917155010,11,1127.2551,243487.195153606,55.999999,0,1,0,1,1,1,0,7
"21760",141058011,8,38513.543,72610.8864066085,56.999998,1,1,0,0,1,1,0,5
"33223",501093020,10,60769.359,106821.10812897,56.999998,0,1,0,1,1,0,1,7
"6953",37547010,12,41543.398,303599.18215512,75,0,0,1,0,1,0,0,8
"10701",48868010,8,641.89233,52255.1883042022,70,1,1,0,1,1,0,0,6
"20646",124383020,14,4638.0605,143297.447738426,70,0,1,0,1,1,0,0,8
"11468",50724020,11,156688.45,64307.6592786779,80,1,1,0,0,1,0,0,4
"6014",34353020,14,30920.404,42274.3809843943,83.999996,1,1,0,1,1,0,0,8
"20147",119559010,8,24391.91,84740.035645352,60,0,0,1,0,1,0,0,6
"6473",36081010,14,10306.802,118602.484612767,75.999999,1,1,0,0,1,1,0,8
"42993",903039010,12,6450.1592,107842.238401069,61.999998,1,1,0,0,1,1,0,7
"20336",121426010,13,43133.73,236200.327613828,70,1,0,0,0,1,0,0,7
"33652",501255010,10,3560.7046,137737.514942349,54.000001,1,0,0,1,1,0,0,5
"5455",32696020,12,18585.205,76194.969330824,79.000001,0,1,0,0,1,0,0,4
"16938",80075010,9,120207.8,162376.661814233,71.999998,0,1,0,1,1,0,1,7
"32605",500848020,11,248559.75,204284.359020654,60,0,0,1,1,0,1,0,8
"32143",500662020,14,1.0306802,75445.7927556908,68.000002,0,1,0,1,1,0,0,10
"4942",30523030,10,629057.81,71641.3786828907,81.999998,0,1,0,1,1,0,0,9
"28867",211763010,8,102702.78,36973.0069046674,75,1,1,0,0,1,0,0,7
"3438",21195010,11,33524.566,55494.7474877487,75,0,1,0,0,1,0,0,5
"36330",502313010,8,1.2837847,33126.7789882094,51.999998,0,0,0,1,1,0,0,2
"5949",34223010,11,1.1272551,182615.312213789,80,1,1,0,0,1,0,0,9
"21326",137464011,14,45349.926,60562.7628475681,69.000001,1,0,1,0,1,0,0,8
"5630",33121010,14,1.0306802,38479.407007877,83.000002,0,1,0,0,1,0,0,10
"37644",520680010,10,1.1869016,37657.9986866138,50,1,0,0,1,1,0,0,4
"28519",211344010,9,661.14288,49390.9641124832,81.999998,0,0,0,0,1,0,0,8
"15058",73504010,9,129223.38,112254.81360968,69.000001,0,1,0,1,1,0,1,8
"13015",56051010,12,1.0932473,35053.8794989904,78.000002,1,0,0,0,1,0,0,4
"43539",906182020,12,10932.474,103639.876645876,59.000001,1,0,1,1,1,1,0,5
"12360",53352010,12,54662.367,184557.650610135,78.000002,1,1,0,1,1,0,0,6
"25925",203133020,10,155484.09,56644.8973952555,98.999996,0,1,0,0,1,0,0,8
"33580",501228010,8,1.2837847,113034.726332339,51.999998,0,0,1,1,1,1,0,7
"18471",85482010,13,16175.148,454844.948935136,75.999999,1,1,0,1,1,0,1,7
"29757",212773020,11,1.1272551,65046.5265327828,85,1,1,0,1,1,0,0,7
"39396",525523010,11,1.1272551,31335.4314096451,51.999998,1,1,0,0,1,0,0,2
"17399",81975040,10,949.52124,235006.557765045,56.999998,1,1,0,0,1,0,1,5
"28716",211544010,10,172100.72,72962.0541224421,85,1,1,0,1,1,0,0,8
"45339",918096010,14,8245.4414,107182.448591754,63.000002,1,1,0,1,1,0,0,8
"9461",45235010,11,16908.826,114637.299218415,73.000002,1,1,0,1,1,1,0,8
"19023",87200020,14,53080.027,86692.6048445583,75.999999,1,0,1,1,1,0,0,8
"28794",211667020,10,367939.47,407819.541475213,54.000001,1,1,0,1,1,1,0,8
"30232",213335010,9,306529.88,52881.7960119523,80,1,0,1,0,1,0,1,8
"19545",113083010,9,69720.523,603479.147526813,60,0,1,0,1,1,0,1,5
"42155",536123010,13,1833183.5,1105677.57489325,56.999998,1,0,1,1,1,0,0,8
"43205",904260020,10,5934.5078,170913.850341492,50,1,0,0,1,1,1,0,5
"28114",210816010,12,122443.7,315336.333293692,88.000002,1,1,0,1,1,0,0,5
"27551",207903020,8,7702.7085,89115.18727594,78.000002,1,1,0,1,1,0,0,8
"29885",212918010,9,342592.22,272150.517445601,83.000002,0,0,1,1,1,0,0,8
"3444",21201020,11,3381.7651,98730.2700505386,74.000001,0,0,0,1,1,0,0,5
"23768",173829020,11,190844.28,168357.81676866,60,1,0,1,1,1,0,0,6
"39522",525892010,14,1.0306802,53554.1577477395,56.999998,1,0,1,1,1,0,0,3
"38173",522292020,15,10000,268407.925977525,56.999998,0,1,0,1,1,1,0,7
"26083",203525020,8,1494325.4,125241.595647457,83.999996,1,1,0,1,1,0,0,10
"14882",72761020,12,87459.789,49852.0738475906,78.000002,1,1,0,0,1,0,0,6
"18833",86614040,8,1.2837847,41101.6332744683,55.999999,1,0,0,1,1,0,0,5
"10567",48535020,13,42055.387,57587.8130919113,79.000001,1,0,0,1,1,0,0,9
"8498",42071010,11,3438.1279,20083.1733390027,75,1,1,0,0,1,0,0,3
"31043",500253020,10,1.1869016,255574.235443609,51.999998,1,1,0,0,1,1,0,7
"38715",523802020,15,7000,260023.878862313,58.000002,1,1,0,1,1,0,1,9
"1635",15840020,12,1016720,244275.186444266,81.999998,1,0,1,0,1,0,0,9
"28195",210949010,8,218243.41,188459.586986313,75,1,1,0,1,1,1,0,8
"40880",529595010,11,1.1272551,48471.9767882454,54.000001,1,1,0,0,0,1,0,3
"717",12786010,11,112725.51,476667.049562535,70.999999,0,0,1,0,0,0,1,9
"36478",502387020,10,94952.125,798903.777291284,59.000001,0,0,1,1,1,1,0,8
"24954",200124010,9,1.202078,25474.4320867915,85,1,0,0,0,1,0,0,5
"24234",180356020,12,2951.7678,50814.1364081209,68.000002,0,0,0,1,1,0,0,5
"9037",44104020,14,190675.83,73359.6817240195,78.000002,1,1,0,1,1,0,0,5
"19035",87278010,9,1.202078,53401.1061197325,75.999999,0,1,0,1,1,0,0,8
"14569",65891020,10,261118.34,75016.8951307315,70,1,0,0,1,1,1,0,7
"15984",76941010,15,1055939.4,248399.917201803,81.999998,0,1,0,0,1,0,0,9
"6388",35824041,12,5466.2368,440465.056919805,56.999998,0,1,0,1,1,0,0,8
"16830",79670030,12,9839.2256,120462.734402622,70,1,0,1,1,1,1,0,7
"40449",528342010,11,30999.514,139833.733939939,56.999998,1,0,1,0,0,1,0,6
"43980",908928010,10,540040.19,285046.238053437,60.999999,1,1,0,1,1,0,1,7
"4866",25623010,12,9839.2256,97867.5390595464,81.000004,0,1,0,1,1,0,0,4
"23591",171504020,12,1.0932473,75329.1070726468,79.000001,0,0,0,1,1,0,0,9
"21437",138713010,13,1078.3433,160742.093773145,68.000002,0,1,0,1,1,0,0,6
"1288",14624040,8,190000.14,176443.366427171,54.000001,1,0,1,1,1,0,0,8
"3283",20777040,13,32350.297,99207.5696049014,66.999998,1,0,1,1,1,1,0,5
"10205",47579020,8,1636825.5,168042.294181741,70,1,1,0,1,1,0,0,8
"9849",46321010,10,47476.063,33821.9552004105,73.000002,1,1,0,0,1,0,0,6
"41580",533487010,14,1.0306802,24958.9462048189,65,1,0,0,0,1,0,0,7
"18539",85606020,12,1987523.6,356943.462455628,78.000002,1,1,0,0,1,0,0,8
"6309",35605010,11,9360.7266,67824.6836141497,79.000001,0,0,0,0,1,0,0,6
"3309",20870010,14,25767.004,53183.074476361,76.999998,0,1,0,1,1,0,0,7
"19748",114475010,10,1.1869016,382184.834235489,63.000002,0,0,1,1,1,0,1,8
"40627",528911020,10,34420.145,238329.774029577,53.000002,0,1,0,1,1,0,0,7
"36583",502426010,9,1.202078,173447.807435128,56.999998,0,1,0,1,1,1,0,5
"40060",527243010,11,1.1272551,313376.887195179,56.999998,0,1,0,0,1,1,0,6
"32463",500778010,10,32283.721,291977.668892006,59.000001,0,0,1,1,1,0,1,7
"10119",47378010,8,12837.848,238783.874903388,65,0,1,0,1,1,0,1,8
"42077",535697020,15,1,169999.938175016,59.000001,1,0,1,1,1,0,1,7
"21721",140895010,15,190000,101496.014510943,75,1,1,0,1,1,0,0,6
"40149",527486020,15,22000,128784.021568112,58.000002,1,1,0,1,1,0,0,8
