"","hhidpn","wave","tot_finw","income","age","female","hi_school","college","married","if_child","empl","selfempl","socladder"
"2795",19142030,10,1780.3523,52722.1679493252,91.000004,0,0,0,0,1,0,0,7
"8909",43769020,12,291897.03,149171.411075842,75.999999,1,1,0,1,1,0,1,8
"11020",49697020,10,45220.949,114483.798139987,70,1,1,0,1,1,1,0,7
"23118",154973020,14,669942.13,88148.0538114076,88.000002,0,0,1,1,1,0,0,9
"10058",47168010,11,31563.143,46583.980429658,78.000002,1,1,0,0,1,0,0,6
"42619",900524010,15,21000,126744.009717986,60.999999,0,1,0,0,1,1,0,8
"30522",500050010,9,30051.949,182186.870516214,55.999999,0,0,1,1,1,1,0,7
"11864",51752010,10,130559.17,460375.519832993,73.000002,0,1,0,1,1,1,0,7
"40701",529111010,11,112.72551,136138.536768099,55,1,1,0,1,1,1,0,4
"11045",49724020,11,1014191.4,112013.130909329,80,1,1,0,1,1,0,0,5
"3681",21774010,12,178199.31,37158.1619411001,81.999998,1,0,1,0,1,0,0,9
"44592",912998010,12,765.27313,122880.946678528,55.999999,1,1,0,0,1,0,0,7
"42294",536769010,13,1.0783433,122435.035512245,66.999998,0,1,0,0,0,0,0,8
"43419",905542020,14,1546.0203,40320.1886717139,75,0,0,0,1,1,0,0,8
"12009",52258041,10,75961.695,293836.377074021,61.999998,1,1,0,1,1,1,0,4
"42899",902374010,12,1.0932473,126816.674916929,55.999999,0,1,0,1,1,1,0,8
"40946",529876010,11,1.1272551,94599.2749214078,55,0,0,0,1,1,0,0,6
"6815",37057010,12,92926.023,150483.24341198,75,0,0,1,1,1,0,0,9
"29410",212445020,10,61125.43,89967.1479249484,83.999996,0,1,0,1,1,0,0,7
"5982",34290020,8,44932.465,161896.086746393,70,0,1,0,1,1,0,0,6
"36979",502583010,8,1283.7847,197856.865859574,53.000002,0,1,0,1,1,1,0,8
"12333",53256010,9,8414.5459,23079.9059057035,73.000002,1,0,0,0,1,0,0,9
"835",13433030,8,1.2837847,18517.3023902648,55.999999,1,1,0,0,1,0,0,2
"7484",39185010,12,1.0932473,93599.4891613541,79.000001,0,0,1,1,1,0,0,7
"43001",903085010,11,1.1272551,22049.10095965,54.000001,0,1,0,0,0,0,0,6
"13257",57045010,10,1.1869016,5868.04384624271,74.000001,1,0,0,0,1,0,0,4
"33289",501114010,10,593.45074,83083.1061233871,58.000002,0,1,0,0,1,1,0,8
"16398",78212010,12,1639.871,62446.2712325254,78.000002,1,0,0,1,1,0,0,9
"26462",204841020,10,183969.73,172907.750369095,86.999998,1,1,0,1,0,0,0,5
"45326",918035020,11,56.362755,16908.8246751232,51.999998,1,1,0,1,1,0,0,6
"41861",534780020,13,1.0783433,46282.5083215377,64.000001,0,0,0,1,1,0,1,3
"16069",77327040,15,97500,266415.943552045,75,1,0,1,1,1,0,0,7
"35235",501868010,13,6470.0596,163261.112823656,63.000002,0,1,0,1,1,0,1,6
"43592",906441010,11,1.1272551,22833.6743087623,55.999999,1,1,0,0,1,0,0,7
"26563",205061010,8,493969.38,83197.6785033391,83.999996,0,1,0,1,1,0,0,6
"44949",915632010,12,29517.678,313455.796033212,55,0,1,0,1,1,1,0,7
"44341",911324010,15,1,63999.9763530974,65,1,1,0,0,1,0,0,3
"14854",72504010,14,1.0306802,49447.8971966164,80,1,0,0,0,1,0,0,8
"10666",48697040,12,327.97421,174384.91171196,70.999999,1,1,0,1,1,0,0,7
"25823",202888010,8,25.675694,25572.9899189741,90,1,1,0,0,1,0,0,7
"6188",35019040,14,15460.202,277434.320265656,71.999998,1,0,1,1,1,0,0,8
"32315",500722020,10,1.1869016,162368.145042738,55,1,1,0,1,1,0,1,8
"3751",22027030,12,331253.94,92313.8133289753,83.999996,1,1,0,0,1,0,0,6
"23259",157719010,9,3606.2339,275340.685243668,65.999999,0,1,0,1,1,0,0,6
"17785",83478010,9,81765.344,32081.069026466,68.000002,1,1,0,0,1,0,0,7
"41473",532902010,11,94689.422,409689.498457411,55.999999,0,1,0,1,1,1,0,8
"41603",533591010,14,1.0306802,101418.898890237,60,1,1,0,1,1,0,0,8
"39492",525831010,10,71214.094,288416.999887425,50.999999,0,1,0,1,1,1,0,8
"3025",20114010,12,1.0932473,88386.8678158982,75.999999,0,1,0,1,1,1,0,7
"24687",185593010,8,73175.727,51351.3749459857,60.999999,0,1,0,0,1,1,0,6
"7428",39082010,10,126998.46,172243.173976855,75.999999,0,0,1,1,1,0,0,7
"27849",210376010,10,433219.06,61652.3922207649,83.000002,1,0,0,0,1,0,0,7
"4174",23015010,8,1.2837847,31981.637063082,74.000001,1,1,0,0,1,0,0,8
"20610",124027020,12,5466.2368,253706.530664829,60.999999,1,1,0,1,1,1,0,3
"42464",537558020,11,1.1272551,45090.1984969826,55.999999,1,1,0,1,1,1,0,6
"43986",908930010,12,1.0932473,874.599059793282,55,1,1,0,0,1,0,1,4
"41075",530560010,10,1.1869016,132933.029946988,58.000002,1,0,1,0,1,1,0,3
"15323",74494010,11,470065.38,278846.802820268,79.000001,0,0,1,1,1,0,0,8
"27081",206235010,9,8414.5459,21675.8796251561,98.999996,1,0,1,0,1,0,0,5
"32120",500655010,8,282432.63,390370.739429736,51.999998,1,0,0,1,1,0,0,7
"36203",502263020,8,154696.06,179871.073175276,54.000001,0,0,1,1,1,0,1,7
"32794",500912020,8,442841.34,222710.543640543,55,1,0,1,1,1,0,0,7
"11159",50185010,9,128021.3,236533.719537647,71.999998,0,0,0,1,1,1,0,8
"24226",180319020,12,1.0932473,154821.251165436,66.999998,0,0,0,1,1,0,1,3
"3136",20442010,12,1.0932473,94456.5693165737,75.999999,1,0,0,1,1,0,0,5
"24714",185903010,14,35558.465,43643.1097828442,74.000001,1,0,1,0,0,0,0,8
"44208",910643010,10,1.1869016,189904.186142935,58.000002,1,0,1,1,1,1,0,3
"8868",43587020,9,1.202078,1,75,1,0,0,0,1,0,0,5
"9827",46226010,9,306025.28,181980.228936664,68.000002,0,0,1,1,1,1,0,10
"33604",501238020,15,154000,134399.989666899,70,1,0,1,1,1,0,0,6
"20830",131022020,8,12837.848,693243.601699979,50.999999,1,0,1,1,1,1,0,5
"1704",16024020,14,3406566.8,475991.106617764,79.000001,1,0,1,1,1,0,0,8
"23258",157592020,15,9e+05,120359.958687162,65.999999,1,0,1,1,1,0,0,8
"27080",206234020,12,13118.968,25925.268865238,83.000002,1,1,0,0,1,0,0,6
"30790",500140010,12,12025.721,321440.808428916,64.000001,1,0,1,1,1,1,0,4
"44718",914047010,12,16398.709,581607.434083258,60,0,0,1,1,1,0,1,8
"15529",75664010,8,134797.39,95703.6107641973,73.000002,1,0,0,1,1,0,1,8
"7897",40294010,8,121959.55,104921.169903319,66.999998,0,1,0,1,1,0,0,6
"40570",528741020,11,45090.203,246895.95638767,55,0,1,0,1,1,0,1,7
"31972",500596010,10,8308.3105,187558.966724383,55,1,1,0,1,1,1,0,4
"23556",165914010,9,1.202078,11713.0484075149,60,0,0,0,1,1,0,0,1
"17467",82258020,10,2231375,1518284.07083886,73.000002,1,1,0,1,1,0,1,8
"31511",500431020,8,195135.28,194467.713526643,55,0,1,0,1,1,1,0,7
"29479",212512011,9,37264.418,142431.877265236,75,0,0,1,1,1,0,0,6
"28958",211888020,11,2254.5103,43935.8945269822,86.000004,0,1,0,1,1,0,0,8
"9557",45445010,13,94894.203,97385.169529274,75,1,1,0,1,1,0,0,8
"39836",526739010,13,1.0783433,2588.02348636594,60.999999,0,1,0,0,0,1,0,2
"40119",527406010,10,1.1869016,356236.45573213,54.000001,0,1,0,1,1,0,0,7
"4179",23028030,10,142428.19,51101.4419076259,83.000002,0,0,1,1,1,0,0,6
"19385",110065010,11,45090.203,239086.253355482,65,0,0,1,0,1,1,0,8
"38872",524064020,15,1,122000.049981342,60,0,1,0,1,1,1,0,7
"13844",60297010,11,6763.5303,116684.465983158,70.999999,1,0,1,1,0,0,0,8
"34847",501713010,8,150202.81,67054.6428018462,55.999999,0,1,0,0,0,0,0,1
"2866",19458010,13,53917.16,117366.924955805,75,0,1,0,1,1,1,0,4
"21438",138713010,15,3000,72551.9809989978,71.999998,0,1,0,1,1,0,0,4
"35278",501880010,14,16490.883,449887.664760087,69.000001,0,1,0,1,1,1,0,7
"16834",79670031,14,151509.98,81415.4709536981,65.999999,0,0,1,1,1,0,0,7
"9249",44717010,9,336581.84,83991.624652201,68.000002,1,1,0,0,1,0,0,7
"23886",175469020,12,68874.578,277833.596939366,64.000001,1,0,1,1,1,0,0,8
"20357",121620010,11,1.1272551,97972.0352824674,65.999999,0,1,0,1,1,1,0,3
"31762",500519020,13,1186.1775,74302.1860915998,63.000002,0,0,0,1,1,0,0,5
"28059",210731020,9,216374.05,91925.3320489122,83.000002,1,1,0,0,1,1,0,7
"5318",32248010,10,384556.09,44114.7538782785,74.000001,1,1,0,0,1,0,0,6
"40326",528038020,12,21864.947,233954.882942054,51.999998,0,1,0,1,1,1,0,7
"36819",502524010,10,1.1869016,30109.3081978765,59.000001,1,1,0,0,1,0,0,5
"1394",15023040,9,322156.91,644566.474149949,78.000002,0,1,0,1,1,0,0,7
"22268",146172020,15,125000,162479.982591416,73.000002,1,1,0,1,1,0,0,8
"23574",171315010,9,1.202078,30407.7715811692,65.999999,1,0,0,0,1,0,0,5
"18334",84836010,8,150202.81,112046.67868254,70.999999,1,1,0,0,1,1,0,7
"6937",37530030,10,8783.0713,97829.1864016871,66.999998,1,1,0,1,1,1,0,7
"33299",501121010,10,320463.41,114037.468109382,60.999999,0,1,0,1,1,1,0,8
"30559",500059010,11,75526.086,187530.170837852,58.000002,1,0,1,0,1,1,0,7
"33812",501317010,10,1.1869016,25124.3254408353,59.000001,0,1,0,0,1,0,0,5
"33667",501259010,15,106000,108887.978550481,70.999999,0,0,1,1,1,0,0,8
"21633",140451010,13,61465.563,177952.599538592,69.000001,0,1,0,1,1,1,0,4
"3161",20524010,12,21864.947,109998.2901324,75,0,1,0,1,1,0,0,8
"7983",40608010,12,27.331182,34922.6789444348,79.000001,1,1,0,0,1,0,0,7
"12137",52542010,11,1149462,142503.071871178,75,0,0,1,0,0,0,0,5
"2754",19047030,11,3381.7651,72180.4116087865,85,0,0,0,1,1,0,0,7
"36954",502575020,8,100135.21,108762.192733226,55.999999,0,1,0,1,1,1,0,7
"16767",79417010,8,1.2837847,40146.5284904552,69.000001,1,1,0,0,1,0,0,6
"31290",500345010,14,1.0306802,105986.88839764,66.999998,1,1,0,0,0,1,0,8
"31152",500293020,12,1.0932473,13119.0553636039,55.999999,1,1,0,0,1,1,0,6
"674",12648040,12,10932.474,139936.455648381,65,0,1,0,0,0,0,0,7
"41575",533478010,12,1.0932473,93826.8510195008,63.000002,1,0,1,1,1,0,0,7
"4998",30790040,14,10306.802,105129.402304482,65.999999,1,1,0,0,1,1,0,6
"9253",44734010,9,17550.338,57699.7388760516,70.999999,0,1,0,1,1,0,0,4
"28433",211276020,11,1239.9806,96064.7158374971,88.000002,0,1,0,1,1,0,0,8
"14501",65358040,10,1.1869016,39879.9084999006,68.000002,1,0,0,1,1,0,0,6
"24835",187399020,14,41227.207,88481.8319085115,70.999999,1,0,1,1,1,0,0,6
"13501",58277040,8,10270.277,28715.710646364,60.999999,1,1,0,0,1,0,0,7
"9432",45182010,11,216432.97,36635.7742096673,75,1,0,1,0,1,0,0,6
"23893",175869010,8,84087.898,107940.604367579,60,1,1,0,0,1,1,0,7
"35213",501859010,9,1.202078,41139.907914745,51.999998,1,0,1,1,0,1,0,8
"16989",80248020,11,16908.826,52890.824112422,75,0,0,0,1,1,0,0,6
"40641",528962010,14,1.0306802,5009.1045780633,61.999998,1,0,0,0,1,0,0,4
"37665",520773020,11,1.1272551,345841.721122059,56.999998,0,1,0,0,1,0,0,8
"6934",37530020,12,2186.4946,75066.7046732102,73.000002,0,1,0,1,1,0,0,6
"40153",527500020,14,1.0306802,65963.5153823589,64.000001,1,0,0,1,1,0,0,5
"19518",112752010,13,107834.32,143122.084849189,69.000001,0,1,0,1,1,0,0,7
"13776",60005010,8,1.2837847,18917.8517062557,74.000001,1,0,0,0,1,0,0,1
"38908",524153010,11,11272.551,140960.976010889,51.999998,1,0,1,0,1,1,0,8
"43723",907226010,15,6000,69763.9750842834,65.999999,1,1,0,1,1,0,0,4
"27398",207433011,8,808784.38,94638.8884317774,83.000002,0,1,0,1,1,0,0,7
"44825",914739010,15,4400,64799.9787562325,71.999998,1,0,0,0,1,0,0,6
"7090",38031010,10,9495.2119,151116.311157845,75,0,0,0,1,1,1,0,7
"38209",522426010,12,53787.77,386222.582474016,54.000001,1,0,1,1,1,1,0,8
"2799",19212020,9,1.202078,17915.7770683379,70.999999,1,0,0,0,1,0,0,5
"12763",54641010,11,193887.88,150150.377228763,80,0,1,0,1,1,0,0,8
"40274",527809010,13,1.0783433,32453.813749885,61.999998,1,1,0,0,1,0,0,9
"15459",75460010,12,352175.81,123781.778575094,75.999999,0,1,0,1,1,0,0,9
"1203",14420020,10,1.1869016,38427.1129059259,70.999999,0,1,0,1,1,0,0,5
"26153",203879010,8,295270.5,94167.0438392105,83.999996,1,1,0,1,1,0,0,7
"36261",502292010,9,186322.09,86669.7891304561,55.999999,0,1,0,1,1,0,0,6
"35888",502123010,15,95000,393840.140347466,70.999999,1,0,1,1,1,0,0,7
"29207",212200020,12,2186494.8,105187.869676617,86.000004,0,0,1,1,1,0,0,9
"19285",90924010,14,103068.02,36213.9619328208,85,0,0,1,1,1,0,0,7
"16655",78944010,9,961.66241,31590.596513764,75,0,0,0,0,1,0,0,6
"37625",520627020,13,1.0783433,99207.5696049014,55.999999,1,0,0,1,1,0,0,5
"41912",535051010,13,1.0783433,431337.27972752,63.000002,0,0,1,1,1,1,0,7
"8603",42559040,9,36062.34,277728.161769521,61.999998,1,0,1,1,1,0,0,8
"10302",47683020,14,314357.44,90666.8890863806,83.000002,0,0,0,1,1,0,0,7
"23360",159188020,12,1.0932473,28861.7438493808,65,1,1,0,0,1,0,0,7
"41491",533115020,11,1.1272551,99018.0543694893,56.999998,1,1,0,1,1,0,0,7
"2296",17383010,15,37000,180423.931726199,80,0,1,0,1,1,0,0,7
"3393",21120010,11,1.1272551,34061.1300630105,71.999998,1,0,0,0,1,0,0,8
"6918",37490020,14,1205895.8,136668.239812131,78.000002,0,0,1,1,1,1,0,8
"36020",502181020,12,167266.84,254770.446738059,58.000002,1,0,1,1,0,0,1,6
"3406",21141020,14,1.0306802,61840.8277739746,80,0,1,0,0,1,1,0,7
"7884",40279010,15,1278000,159232.06458313,83.999996,0,1,0,1,1,0,0,6
"24050",177848010,12,546.62366,83086.830215397,68.000002,0,1,0,1,1,0,0,4
"28341",211159020,10,21364.227,42728.4624226071,80,1,1,0,0,1,0,0,8
"29160",212139010,8,38513.543,50955.9830012161,75.999999,1,0,0,1,1,0,0,7
"8815",43381040,11,1.1272551,144290.971243876,55,1,0,1,0,1,1,0,3
"32022",500611020,14,20098.264,367589.834297795,56.999998,1,1,0,1,1,0,0,6
"1445",15230010,14,431854.97,120358.69606757,85,0,0,1,1,1,0,0,7
"1610",15781010,12,218.64946,19835.8752677085,74.000001,1,0,1,0,0,1,0,6
"1707",16035010,13,331051.38,46920.8752433124,81.999998,1,0,1,0,1,0,0,8
"37178",502655010,13,1.0783433,53761.8657228127,65,1,0,1,0,1,0,0,8
"18469",85482010,9,72124.68,113668.51809336,66.999998,1,1,0,1,1,0,1,8
"13349",57506010,10,11869.016,42728.4624226071,69.000001,0,1,0,0,1,0,1,8
"2981",19935011,11,1.1272551,132592.189846183,51.999998,0,1,0,1,1,0,0,7
"4225",23183010,8,12837.848,92589.163694801,73.000002,1,1,0,1,1,0,0,8
"8543",42286020,9,1923.3248,42313.14241146,75.999999,1,0,0,0,1,0,0,4
"22147",145489010,9,121409.88,5298.75802634016,60.999999,1,1,0,0,0,0,0,5
"44817",914680010,12,1.0932473,99732.5348829756,65,1,1,0,1,1,0,1,7
"13682",59403010,13,1.0783433,20704.1880092305,80,0,0,0,0,1,0,0,2
"40243",527753010,15,62000,276999.952454593,64.000001,0,1,0,1,1,1,0,8
"43666",906947010,10,383962.66,365803.174356716,51.999998,0,0,1,1,1,1,0,7
"24048",177842020,10,89017.617,127347.386475886,65.999999,0,1,0,1,1,0,0,8
"38003",521849010,12,546.62366,81024.9303893886,60,0,1,0,1,1,1,0,7
"29237",212253010,8,70608.156,167169.242883822,75.999999,0,0,0,1,1,0,0,5
"8851",43513040,11,1.1272551,52755.5139827988,53.000002,1,1,0,1,1,0,0,2
"25688",202493020,8,1797.2986,34937.935902963,76.999998,1,1,0,0,1,0,0,5
"40771",529340010,10,352509.75,106821.10812897,54.000001,0,1,0,1,1,0,1,7
"38958",524316010,15,135000,319999.891388134,63.000002,0,1,0,1,1,1,0,7
"25773",202697020,12,43401.918,70131.7994112828,85,1,0,1,0,1,0,0,7
"7503",39196040,11,60871.773,85680.3991748,70,1,0,0,1,1,0,0,6
"24412",183023010,9,3606.2339,204353.337207782,63.000002,0,0,1,1,1,1,0,8
"3616",21587040,8,751014.06,362643.347863671,61.999998,0,0,1,1,0,1,0,8
"23213",157116020,9,1.202078,77721.569662885,65,0,0,0,1,1,0,0,5
"5871",33884020,10,443901.19,1322303.46914577,75,1,0,1,1,1,0,0,9
"8067",40795030,10,191447.22,40686.9903698742,80,1,1,0,0,1,0,0,6
"18578",85800010,8,22594.611,79360.9825740797,65,1,1,0,0,1,0,0,7
"7774",39965010,14,1.0306802,92354.8478341927,81.000004,0,1,0,1,1,0,0,7
"39407",525591010,13,53917.16,23732.1718418413,59.000001,0,1,0,1,1,0,1,6
"44579",912832020,11,1690.8826,333667.503021511,50.999999,1,1,0,1,1,0,1,7
"44569",912822020,14,50503.328,101262.23592346,56.999998,1,1,0,1,1,0,1,5
"28497",211325010,12,131189.67,144427.817049079,88.000002,0,1,0,1,1,0,0,7
"37992",521818010,15,10000,338000.137860517,61.999998,1,1,0,1,1,1,0,9
"9605",45606020,9,26806.34,235030.315656004,70.999999,0,1,0,1,1,0,1,8
"33350",501137020,9,1.202078,2008432.38246876,53.000002,1,1,0,1,1,0,1,7
"40305",527913010,10,4391.5356,100924.60771707,51.999998,1,1,0,0,1,0,0,5
"31084",500270010,8,1.2837847,82244.3952440635,55,1,0,0,0,1,0,0,3
"1008",13912010,9,108667.85,125442.41516272,70,0,0,0,1,1,0,0,4
"19879",116001011,9,26085.092,103686.440125088,64.000001,0,1,0,0,1,0,0,7
"13846",60297011,11,6763.5303,116684.465983158,69.000001,0,1,0,1,0,0,0,9
"2488",18163030,13,1.0783433,22981.639760631,85,1,0,0,1,1,0,0,2
"39758",526526010,12,9292.6025,153054.599382127,55.999999,0,1,0,0,1,1,0,6
"14027",60691020,8,1.2837847,49050.8331042795,71.999998,1,0,0,1,1,0,0,8
"1761",16119020,13,1.0783433,46584.4246912333,85,1,1,0,0,1,0,0,4
"41561",533452010,10,1.1869016,118690.175826121,50.999999,0,1,0,1,1,1,0,7
"18822",86607030,12,1.0932473,135562.65576744,61.999998,1,1,0,0,1,1,0,3
"32190",500678020,10,94952.125,427768.806826881,58.000002,0,0,1,1,1,1,0,7
"20689",124709020,11,818316.06,276303.163306145,65.999999,0,0,1,1,1,0,1,8
"7952",40438010,11,47344.711,89332.6786735692,70,1,1,0,1,1,0,0,5
"15455",75456010,11,11272.551,85788.6531282982,75.999999,0,1,0,0,1,0,0,7
"35109",501818020,13,1.0783433,112682.559984094,59.000001,1,1,0,1,1,1,0,5
"83",10453020,8,56486.527,194529.295617954,74.000001,0,1,0,1,1,0,0,8
"27154",206500010,9,120207.8,358219.202455209,86.999998,0,0,1,1,1,0,1,9
"28358",211185010,9,175503.39,55343.6968829745,83.000002,0,1,0,1,1,0,0,8
"27001",206106020,10,34420.145,40411.6164533922,86.999998,1,1,0,0,1,0,0,9
"44357",911504020,11,563.62756,209669.406682831,51.999998,1,0,1,1,1,1,0,7
"9247",44710020,11,9018.041,61088.1932925462,71.999998,1,1,0,0,1,0,0,7
"38271",522550020,12,21864.947,166064.269400139,55,1,1,0,1,0,1,0,8
"24105",178447020,12,89646.281,89104.0546920036,65,1,1,0,1,1,0,0,7
"1126",14199020,9,30051.949,34446.7612020663,74.000001,0,1,0,0,1,0,0,7
"42466",537559010,11,103707.47,134706.931403147,55.999999,1,0,1,0,1,1,0,7
"28892",211814010,8,64189.234,96273.5486050021,81.999998,0,0,0,1,1,0,0,9
"39995",527110010,11,2254.5103,34494.000438408,58.000002,0,0,1,1,1,0,1,7
"23261",157719010,13,1.0783433,279842.886334659,74.000001,0,1,0,1,1,1,0,6
"32781",500904020,8,256.75696,77027.0638000301,55,0,1,0,1,1,0,0,6
"17789",83486010,10,593.45074,48340.7329084225,69.000001,1,0,0,0,1,0,0,6
"38847",524033010,14,6184.0811,211206.881745709,59.000001,0,1,0,1,1,1,0,6
"44743",914261010,10,23.738031,14100.392870695,60,1,0,1,0,1,0,0,2
"34178",501477020,9,4808.312,229548.844668763,55.999999,0,0,1,1,1,1,0,7
"23177",156088020,9,342592.22,451923.792802125,65,0,0,1,1,1,0,0,8
"45707",920677020,12,229581.94,147369.691300141,54.000001,1,1,0,1,1,0,1,6
"37147",502644010,8,20540.555,397562.492376519,55,0,1,0,1,1,0,1,8
"5039",31019040,10,2967.2539,14242.8137335379,59.000001,1,1,0,0,1,0,0,8
"41140",530956010,11,1.1272551,8172.59743519906,54.000001,1,0,0,0,1,0,0,2
"21297",137211020,10,118690.16,359156.477504723,64.000001,1,0,1,1,1,0,0,8
"35851",502108020,13,31271.953,133800.834826211,53.000002,1,0,1,1,1,1,0,7
"27577",207991010,8,23108.125,116927.083481462,86.000004,0,1,0,1,1,0,0,7
"36617",502440010,11,56.362755,53312.4136348273,60,1,1,0,0,1,1,0,8
"5721",33390010,12,1.0932473,34109.3042377085,80,1,0,0,0,1,0,0,3
"41967",535234010,11,1.1272551,157815.667279394,61.999998,0,1,0,1,1,1,0,9
"23316",158427020,11,1.1272551,319617.429828261,60,1,0,1,1,1,1,0,4
"13248",57018020,8,25675.695,44932.4450882965,66.999998,0,0,0,0,1,0,0,4
"1168",14270040,12,546.62366,24926.0487619832,65,1,1,0,0,1,0,0,5
"2081",16855020,9,66114.289,108379.401384834,76.999998,1,0,1,1,1,0,0,8
"42443",537490011,14,1.0306802,23845.1510740412,56.999998,1,0,1,0,1,0,0,2
"30114",213189010,11,57490.008,83218.4690947907,85,0,0,0,1,1,0,0,6
"40056",527238010,13,367505.84,488562.72080058,60,0,1,0,1,1,1,0,7
"35863",502115020,13,539.17163,83049.6760081102,51.999998,0,1,0,1,1,1,0,4
"37833",521330010,12,5896.9761,69969.9959761647,55,0,1,0,1,1,1,0,8
"37170",502653010,8,1.2837847,84729.7728386259,56.999998,1,1,0,0,1,1,0,3
"19493",112450010,8,544581.5,405511.592130234,63.000002,1,0,1,1,1,0,0,8
"3258",20692020,15,23000,62784.0153653598,83.999996,1,1,0,0,1,0,0,5
"28262",211040010,8,1.2837847,77324.9257223846,75,1,1,0,0,1,0,0,8
"26417",204717010,8,64189.234,29527.05409669,86.999998,1,0,0,0,1,0,0,6
"2650",18734010,9,1803.1169,39928.2389665965,69.000001,1,1,0,0,1,0,0,7
"6908",37477021,8,118108.2,365929.831403242,61.999998,1,0,1,1,1,1,0,8
"25193",200832020,8,2706115.3,399028.309080904,86.999998,1,0,1,0,1,0,0,9
"27703",210031010,11,10145.296,80035.0754441735,83.999996,1,1,0,0,1,0,0,6
"24486",183854010,9,122611.95,260129.787071296,60.999999,1,1,0,1,1,1,0,6
"1400",15056020,12,10932.474,99467.9984263235,81.000004,1,1,0,0,1,0,0,10
"15825",76616040,14,443192.47,82454.3963933226,73.000002,1,0,1,1,1,0,0,8
"15944",76852010,15,144000,75199.9787314792,85,1,0,1,0,1,0,0,7
"27788",210251010,9,949641.63,343284.559741628,78.000002,0,0,1,0,1,1,0,9
"13317",57339020,10,20296.016,62720.6392162276,74.000001,0,0,0,0,1,0,0,8
"42952",902736010,10,1.1869016,50324.6389589732,51.999998,1,0,1,0,0,0,1,6
"39228",525068020,15,200,101039.98016025,55,1,1,0,1,1,0,0,3
"4398",23748020,11,120435.93,203374.823541013,73.000002,1,0,0,1,1,0,0,7
"28014",210651020,10,1.1869016,41304.1548737763,81.999998,1,0,0,1,1,0,0,5
"30238",213339010,10,1.1869016,16521.6693623033,80,1,0,0,0,1,0,0,4
"18493",85527010,11,24235.984,63126.2952346912,80,0,0,0,1,1,0,0,4
"2675",18776040,8,644459.94,98224.9115898275,60,1,1,0,1,1,0,0,8
"43570",906368010,11,1.1272551,108216.527298858,59.000001,1,0,1,0,1,0,0,7
"28367",211193020,13,5391.7163,61383.6338575162,86.999998,1,1,0,1,1,0,0,7
"34578",501629010,8,1.2837847,141216.356847155,58.000002,0,0,0,1,1,0,1,5
"12752",54617010,12,1548646.6,161371.374435849,81.999998,0,0,1,1,1,0,0,7
"34682",501662020,11,180360.81,211951.036099922,55,0,0,1,1,1,1,0,7
"26111",203644020,12,1.0932473,24375.0536856554,88.999996,1,0,0,0,1,0,0,8
"17910",83865010,12,6559.4839,91220.5761779778,81.999998,1,1,0,0,1,0,0,8
"40892",529644010,11,1.1272551,422946.056421543,53.000002,1,1,0,1,1,0,0,7
"3785",22052011,15,3500,84648.0380233682,81.999998,0,1,0,1,1,0,0,4
"10579",48585020,10,108008.04,63731.8628684918,69.000001,1,0,0,0,1,0,1,7
"18048",84194010,15,296000,92576.0079433211,81.000004,0,1,0,0,1,1,0,6
"19778",114651010,11,1127.2551,143098.200767412,68.000002,1,1,0,1,1,0,0,7
"22037",144254010,8,1.2837847,38513.5501913475,58.000002,0,0,0,1,1,0,0,1
"27212",206693010,8,794020.88,281056.339540542,93.999996,0,1,0,1,1,0,0,8
"4520",24103020,8,77027.086,183414.689054666,70,1,1,0,1,1,0,0,8
"9489",45337010,12,983.92261,33059.8082154117,75.999999,1,1,0,0,1,0,0,4
"1504",15445040,13,5391.7163,162665.877483037,70,1,1,0,1,1,1,0,4
"16517",78495010,15,15000,26138.3231658804,83.999996,0,1,0,0,1,0,0,7
"7248",38548010,13,4852.5444,51579.3075460805,75,0,0,0,0,1,0,0,3
"10135",47403020,13,37742.012,109551.058115644,78.000002,1,1,0,1,1,0,0,8
"19296",92329040,9,611857.69,111216.293876891,80,0,0,1,1,1,0,0,8
"16057",77311040,11,259268.67,347104.263693178,70,1,1,0,1,1,0,0,8
"32242",500700020,14,38650.504,270557.709891276,68.000002,1,1,0,1,1,0,1,8
"31644",500476020,12,44823.141,256274.711881056,56.999998,0,1,0,1,1,1,0,8
"32144",500663010,8,1.2837847,199448.806595848,54.000001,0,0,0,1,1,0,0,6
"28383",211206020,8,134797.39,140733.568193174,78.000002,0,0,0,1,1,0,0,8
"28685",211515020,9,84175.516,71326.4909104137,81.999998,1,0,0,1,1,0,0,5
"13183",56644030,15,1,18216.0022766991,65.999999,1,0,0,1,1,0,0,6
"19391",110163010,11,1.1272551,22656.9967703942,68.000002,1,0,0,0,1,0,0,6
"29901",212939020,10,2373.803,33584.5558929421,85,1,0,0,0,1,0,0,4
"2494",18175020,12,796977.31,121770.24606988,74.000001,0,0,1,1,1,0,0,6
"1110",14167010,11,42835.691,59645.3218395375,73.000002,0,1,0,1,1,0,0,7
"2604",18494010,9,1.202078,77577.3158644002,66.999998,1,1,0,0,1,1,0,7
"32764",500898020,11,153404.2,183431.481939679,60,0,1,0,1,1,1,0,3
"7732",39821040,15,50000,102912.026567887,73.000002,1,0,1,0,0,0,0,10
"3201",20559030,13,156359.77,142341.305048154,73.000002,0,0,1,1,1,0,0,8
"13465",58098010,14,2061.3604,30230.1796699833,78.000002,1,1,0,0,1,0,0,5
